id,speaker,line,addressee,confidence,reasoning,masu_count,desu_count,gozaimasu_count,honorific_verb_count,humble_verb_count,total_polite_count,polite_density
975,父役,イっ！,self,high,"父役 makes a surprised intake of breath, a vocal reaction to himself.",0,0,0,0,0,0,0.0000
976,湯婆婆,フン。,父役,medium,湯婆婆's dismissive grunt appears directed at 父役 after his hesitant response.,0,0,0,0,0,0,0.0000
977,顔無し(兄役),これ食うか？うまいぞー。,千尋,high,"顔無し(兄役) is offering food to someone, contextually directed at 千尋.",0,0,0,0,0,0,0.0000
978,顔無し(兄役),金を出そうか？千の他には出してやらないことにしたんだ。,千尋,high,"顔無し(兄役) explicitly mentions 千 in the dialogue, explaining he only gives money to her.",0,0,0,0,0,0,0.0000
979,顔無し(兄役),こっちへおいで。,千尋,high,"顔無し(兄役) is beckoning someone to come closer, contextually 千尋.",0,0,0,0,0,0,0.0000
980,顔無し(兄役),千は何が欲しいんだ？言ってごらん。,千尋,high,"顔無し(兄役) directly asks 千 what she wants, explicitly named in the line.",0,0,0,0,0,0,0.0000
981,千尋,あなたはどこから来たの？,顔無し(兄役),high,千尋 is directly questioning the character who just spoke to her in previous lines.,0,0,0,0,0,0,0.0000
982,千尋,私すぐ行かなきゃならないとこがあるの。,顔無し(兄役),high,"千尋 continues the conversation with 顔無し(兄役), explaining her situation.",0,0,0,0,0,0,0.0000
983,顔無し(兄役),ううっ。,self,high,"This is a reaction sound expressing distress or emotional response, not directed at anyone.",0,0,0,0,0,0,0.0000
984,千尋,あなたは来た所へ帰ったほうがいいよ。,顔無し(兄役),high,千尋 gives advice to the character she's been addressing.,0,0,0,0,0,0,0.0000
985,千尋,私が欲しいものはあなたには絶対出せない。,顔無し(兄役),high,千尋 directly states what 顔無し(兄役) cannot provide her.,0,0,0,0,0,0,0.0000
986,千尋,お家はどこなの？お父さんやお母さんいるんでしょう？,顔無し(兄役),high,千尋 asks 顔無し(兄役) about his home and family.,0,1,0,0,0,1,0.0400
987,顔無し(青蛙),イヤだ…イヤだ…。,self,high,"顔無し(青蛙) expresses refusal/distress, appears to be self-directed emotional utterance.",0,0,0,0,0,0,0.0000
988,顔無し(青蛙),寂しい…寂しい…。,self,high,"顔無し(青蛙) expresses loneliness, appears to be internal emotional expression.",0,0,0,0,0,0,0.0000
989,千尋,お家が分からないの？,顔無し(青蛙),high,千尋 asks 顔無し(青蛙) a direct question about not knowing his home.,0,0,0,0,0,0,0.0000
990,顔無し(青蛙),千、欲しい…千、欲しいー。,千尋,high,"顔無し(青蛙) expresses desire for 千, directly addressing her by name.",0,0,0,0,0,0,0.0000
991,顔無し(兄役),欲しがれ。,顔無し(青蛙),high,顔無し(兄役) is commanding the other faceless spirit to take action.,0,0,0,0,0,0,0.0000
992,千尋,私を食べる気？,顔無し(兄役),high,千尋 is asking a direct question to the faceless spirit threatening her.,0,0,0,0,0,0,0.0000
993,顔無し(青蛙),取れ。,顔無し(兄役),high,顔無し(青蛙) is commanding the other faceless spirit to take the food/千尋.,0,0,0,0,0,0,0.0000
994,顔無し(兄役),取れ！,顔無し(青蛙),high,顔無し(兄役) is reinforcing the command to take action.,0,0,0,0,0,0,0.0000
995,坊,チュウ！,自分,high,"坊 makes a sound/exclamation, likely reacting rather than addressing someone.",0,0,0,0,0,0,0.0000
996,千尋,私を食べるなら、その前にこれを食べて。,顔無し(兄役),high,千尋 is directly addressing the faceless spirit with a conditional offer.,0,0,0,0,0,0,0.0000
997,千尋,ホントはお父さんとお母さんにあげたかったんだけど、あげるね。,顔無し(兄役),medium,"千尋 is explaining her action, likely still directed toward the faceless spirits present.",0,0,0,0,0,0,0.0000
998,千尋,あっ！,self,high,"千尋's exclamation indicates a sudden realization or emotion, not directed at anyone.",0,0,0,0,0,0,0.0000
999,顔無し(兄役),千…。,千尋,high,"顔無し(兄役) is calling out 千尋's name, directly addressing her.",0,0,0,0,0,0,0.0000
1000,千尋,あっ…。,self,high,"千尋's brief exclamation indicates internal reaction or surprise, not directed at anyone.",0,0,0,0,0,0,0.0000
1001,顔無し(兄役),小娘が何を食わした？！,千尋,high,"顔無し(兄役) is directly questioning what 千尋 fed him, addressing her accusingly.",0,0,0,0,0,0,0.0000
1002,湯婆婆,みんな、おどき！,group:bathhouse workers,high,"湯婆婆 is issuing a command to get out of the way, directed at everyone present.",0,0,0,0,0,0,0.0000
1003,湯婆婆,お客様とて許せぬ！,self,high,湯婆婆 is expressing her own indignation in a monologue about not forgiving even a customer.,0,0,0,0,0,0,0.0000
1004,千尋,こっちだよ！,顔無し(兄役),high,"千尋 is calling out a direction to the No-Face figure, urging it to follow her.",0,0,0,0,0,0,0.0000
1005,千尋,こっち！,顔無し(兄役),high,千尋 continues calling out the same direction to guide the No-Face away.,0,0,0,0,0,0,0.0000
1006,顔無し(青蛙),許せん…。,千尋,high,顔無し(青蛙) expresses not forgiving 千尋 for what she did to him.,0,0,0,0,0,0,0.0000
1007,リン,セーン！こっちだー！,顔無し(青蛙),high,リン is calling out to get the No-Face's attention and direct it this way.,0,0,0,0,0,0,0.0000
1008,千尋,来た。こっちだよー！,顔無し(青蛙),high,"千尋 continues calling out to guide the No-Face, confirming it's coming her direction.",0,0,0,0,0,0,0.0000
1009,リン,呼んでどうすんだよ？！,千尋,high,"リン is questioning 千尋's logic in calling the No-Face over, expressing frustration.",0,0,0,0,0,0,0.0000
1010,千尋,あの人湯屋にいるからいけないの。あそこを出たほうがいいんだよ。,リン,high,"千尋 is explaining to リン why they need to leave the bathhouse, answering her question.",0,0,0,0,0,0,0.0000
1011,リン,だってどこ連れてくんだよ？,千尋,high,"リン is questioning 千尋 about where they're going, continuing their conversation.",0,0,0,0,0,0,0.0000
1012,千尋,分かんないけど。,リン,high,千尋 responds directly to リン's question about the destination.,0,0,0,0,0,0,0.0000
1013,リン,「分かんない」って…。,千尋,high,"リン reacts with exasperation to 千尋's response, addressing her directly.",0,0,0,0,0,0,0.0000
1014,リン,あーあ、ついて来るぞ、あいつ。,千尋,high,リン expresses concern to 千尋 that 顔無し is following them.,0,0,0,0,0,0,0.0000
1015,リン,ここから歩け。,千尋,high,リン gives a direct instruction to 千尋 to walk from this point.,0,0,0,0,0,0,0.0000
1016,千尋,うん。,リン,high,千尋 confirms リン's instruction with a simple acknowledgment.,0,0,0,0,0,0,0.0000
1017,リン,駅は行けば分かるって。,千尋,high,リン provides directions to 千尋 about how to find the station.,0,0,0,0,0,0,0.0000
1018,千尋,ありがとう。,リン,high,千尋 thanks リン for the help and guidance.,0,0,0,0,0,0,0.0000
1019,リン,必ず戻って来いよ。,千尋,high,"リン makes a final plea to 千尋 to return, addressing her directly.",0,0,0,0,0,0,0.0000
1020,千尋,うん！,リン,high,千尋 affirms her promise to return in response to リン's plea.,0,0,0,0,0,0,0.0000
1021,リン,セーン！お前のことドンくさいって言ったけど、取り消すぞー！,千尋,high,リン is calling out to Chihiro (Sen) to retract her earlier criticism.,0,0,0,0,0,0,0.0000
1022,リン,カオナシ！センに何かしたら、許さないからな！,顔無し,high,リン is warning the No-Face character not to harm Sen.,0,0,0,0,0,0,0.0000
1023,千尋,あれだ！,self,high,千尋 is exclaiming to herself upon seeing the train arrive.,0,0,0,0,0,0,0.0000
1024,千尋,電車が来た。来るよ。,group:train passengers,medium,千尋 is announcing that the train is arriving to those around her.,0,0,0,0,0,0,0.0000
1025,千尋,あのう、沼の底までお願いします。,unknown,medium,"千尋 appears to be making a polite request, likely to a train operator or conductor, but the addressee is not clearly identified in context.",1,0,0,0,0,1,0.0625
1026,千尋,えっ？あなたも乗りたいの？,顔無し,high,千尋 is asking the No-Face character if it wants to board the train.,0,0,0,0,0,0,0.0000
1027,顔無し,ア…ア…。,千尋,high,The No-Face is responding to Chihiro's question with vocalizations.,0,0,0,0,0,0,0.0000
1028,千尋,あの、この人もお願いします。,unknown,medium,"千尋 is making a polite request to include the No-Face, likely to a train operator or conductor.",1,0,0,0,0,1,0.0714
1029,顔無し,ア…ア…。,千尋,high,The No-Face is responding to Chihiro with vocalizations.,0,0,0,0,0,0,0.0000
1030,千尋,おいで。,顔無し,high,千尋 is calling the No-Face to come with her onto the train.,0,0,0,0,0,0,0.0000
1031,千尋,おとなしくしててね。,顔無し,high,"千尋 is speaking to the No-Face character who just boarded with her, instructing them to behave.",0,0,0,0,0,0,0.0000
1032,ハク,おじいさん。,釜爺,high,"ハク addresses 釜爺 by the respectful term おじいさん (grandfather/old man), calling out to him.",0,0,0,0,0,0,0.0000
1033,釜爺,ん…う～ん…。,self,high,"釜爺 is making sounds of waking up or groaning to himself, not addressing anyone specific.",0,0,0,0,0,0,0.0000
1034,釜爺,おっ、ハク。気がついたか。,ハク,high,"釜爺 is greeting ハク by name and asking if he's awake, directly addressing him.",0,0,0,0,0,0,0.0000
1035,ハク,おじいさん、千はどこです？,釜爺,high,"ハク addresses 釜爺 respectfully as おじいさん and asks where 千 is, seeking information from the old man.",0,1,0,0,0,1,0.0769
1036,ハク,何があったのでしょう？教えてください。,釜爺,high,"ハク continues addressing 釜爺 with polite language (～ください), asking him to explain what happened.",0,1,0,1,0,2,0.1053
1037,釜爺,お前、何も覚えてないのか？,ハク,high,"釜爺 addresses ハク directly as お前 (you, informal) and asks if he remembers nothing.",0,0,0,0,0,0,0.0000
1038,ハク,切れ切れにしか思い出せません。,釜爺,high,"ハク is responding to 釜爺's question about his memory, continuing their conversation.",1,0,0,0,0,1,0.0667
1039,ハク,闇の中で千尋が何度も私を呼びました。,釜爺,high,ハク continues narrating to 釜爺 what he remembers about 千尋 calling to him in darkness.,1,0,0,0,0,1,0.0556
1040,ハク,その声を頼りにもがいて、気がついたらここに寝ていました。,釜爺,high,ハク completes his narrative explanation to 釜爺 about how he regained consciousness in the room.,1,0,0,0,0,1,0.0357
1041,釜爺,そうか…千尋か…。,self,high,"釜爺 is reflecting on the information just learned about Chihiro's name, speaking to himself.",0,0,0,0,0,0,0.0000
1042,釜爺,あの子は千尋というのか？,self,high,"釜爺 is asking a rhetorical question to himself, processing the revelation of Chihiro's name.",0,0,0,0,0,0,0.0000
1043,釜爺,いいなぁ…愛の力だなぁ。,self,high,釜爺 is making a contemplative observation to himself about the power of love.,0,0,0,0,0,0,0.0000
1044,湯婆婆,これっぱかしの金でどう埋めあわせするのさ。,unknown,medium,"湯婆婆 is expressing frustration; could be speaking to herself or addressing others present, but no clear addressee.",0,0,0,0,0,0,0.0000
1045,湯婆婆,千のバカが！せっかくの儲けをフイにしちまって。,千尋,high,"湯婆婆 is directly criticizing Chihiro (千) for ruining her profits, though Chihiro is not present.",0,0,0,0,0,0,0.0000
1046,青蛙,で…でも、千のおかげで、オレ達助かったんです。,湯婆婆,high,青蛙 is directly addressing 湯婆婆 with a respectful counter-argument about Chihiro helping them.,0,1,0,0,0,1,0.0435
1047,湯婆婆,お黙り！,青蛙,high,"湯婆婆 is telling the frog to be silent, directly addressing him.",0,0,0,0,0,0,0.0000
1048,湯婆婆,みんな自分でまいた種じゃないか。,group:bathhouse workers,medium,"湯婆婆 is making a general statement to the workers present, addressing their collective responsibility.",0,0,0,0,0,0,0.0000
1049,湯婆婆,それなのに、勝手に逃げ出したんだよ。,group:bathhouse workers,medium,湯婆婆 continues her general rebuke to the workers about them running away.,0,0,0,0,0,0,0.0000
1050,湯婆婆,あの子は自分の親を見捨てたんだ！,group:bathhouse workers,medium,湯婆婆 is continuing her accusation directed at the group of workers about Chihiro abandoning her parents.,0,0,0,0,0,0,0.0000
1051,湯婆婆,親豚は食べ頃だろ？ベーコンにでもハムにでもしちまいな。,group:bathhouse workers,high,湯婆婆 is giving orders to her staff about what to do with the parents.,0,0,0,0,0,0,0.0000
1052,ハク,お待ちください。,湯婆婆,high,ハク is addressing 湯婆婆 directly to stop her from harming the parents.,0,0,0,1,0,1,0.1250
1053,青蛙,ハク様！,ハク,high,青蛙 is calling out to ハク in recognition and respect.,0,0,0,0,0,0,0.0000
1054,湯婆婆,何だい？お前。生きてたのかい。,ハク,high,"湯婆婆 is speaking directly to ハク, questioning his presence.",0,0,0,0,0,0,0.0000
1055,ハク,まだ分かりませんか？大切なものがすり替わったのに。,湯婆婆,high,ハク is continuing his direct address to 湯婆婆 with a cryptic statement about substitution.,1,0,0,0,0,1,0.0400
1056,湯婆婆,ずいぶん生意気な口をきくね。,ハク,high,"湯婆婆 is commenting on ハク's insolent tone, addressing him directly.",0,0,0,0,0,0,0.0000
1057,湯婆婆,いつからそんなに偉くなったんだい？,ハク,high,湯婆婆 continues questioning ハク about when he became so important.,0,0,0,0,0,0,0.0000
1058,湯婆婆,坊…。,坊,high,"湯婆婆 is calling out to her son 坊, likely noticing something is wrong.",0,0,0,0,0,0,0.0000
1059,湯婆婆,ああ！ンギャー！,self,high,湯婆婆 is expressing shock and distress upon realizing what has happened to 坊.,0,0,0,0,0,0,0.0000
1060,湯婆婆,坊ー！,坊,high,湯婆婆 is crying out for her son 坊.,0,0,0,0,0,0,0.0000
1061,青蛙,土くれだ！,group:bathhouse workers,medium,"青蛙 is exclaiming about discovering dirt/clay, likely informing others nearby.",0,0,0,0,0,0,0.0000
1062,湯婆婆,坊ー！,坊,high,湯婆婆 is directly calling out to her son 坊 by name.,0,0,0,0,0,0,0.0000
1063,湯婆婆,どこにいるの？坊ー！,坊,high,"湯婆婆 continues calling to 坊, asking where he is.",0,0,0,0,0,0,0.0000
1064,湯婆婆,出て来ておくれ！,坊,high,湯婆婆 is commanding someone to come out; context shows she's looking for 坊.,0,0,0,0,0,0,0.0000
1065,湯婆婆,坊！,坊,high,湯婆婆 directly calls 坊's name as an imperative.,0,0,0,0,0,0,0.0000
1066,湯婆婆,坊…坊…。,坊,high,"湯婆婆 repeats 坊's name, still searching for her son.",0,0,0,0,0,0,0.0000
1067,湯婆婆,おのれー！言えーー！,unknown,medium,"湯婆婆 is demanding someone speak/confess, unclear if directed at 青蛙 or others present.",0,0,0,0,0,0,0.0000
1068,湯婆婆,私の坊をどこへやったー？！,unknown,medium,"湯婆婆 is angrily demanding to know what happened to 坊, likely addressed to whoever is present.",0,0,0,0,0,0,0.0000
1069,ハク,ゼニーバの所です。,湯婆婆,high,ハク is directly answering 湯婆婆's question about 坊's location.,0,1,0,0,0,1,0.1111
1070,湯婆婆,ゼニーバ？,ハク,high,"湯婆婆 responds with surprise to ハク's revelation, repeating the name Zeni-ba.",0,0,0,0,0,0,0.0000
1071,湯婆婆,あぁ…。,self,high,湯婆婆's exclamation expressing realization; not directed at another character.,0,0,0,0,0,0,0.0000
1072,湯婆婆,なるほどね。性悪女め。,self,high,Internal commentary about ゼニーバ;湯婆婆is speaking to herself in anger.,0,0,0,0,0,0,0.0000
1073,湯婆婆,それで私に勝ったつもりかい？ヒヒヒ…。,ハク,high,湯婆婆is responding to ハク's statement about ゼニーバ; rhetorical accusation directed at him.,0,0,0,0,0,0,0.0000
1074,湯婆婆,で？どうするんだい？,ハク,high,湯婆婆demands to know ハク's plan; direct question following his statement.,0,0,0,0,0,0,0.0000
1075,ハク,坊を連れ戻して来ます。,湯婆婆,high,ハク responds to 湯婆婆's question about what he will do.,1,0,0,0,0,1,0.0909
1076,ハク,その代わり、千と両親を人間の世界へ戻してやってください。,湯婆婆,high,ハク states his condition/demand directly to 湯婆婆 using the formal 'してやってください'.,0,0,0,1,0,1,0.0357
1077,湯婆婆,それでお前はどうなるんだい？,ハク,high,湯婆婆asks ハク a direct question about his own fate.,0,0,0,0,0,0,0.0000
1078,湯婆婆,その後私に八つ裂きにされてもいいんかい？！,ハク,high,"湯婆婆continues her question to ハク, threatening him with consequences.",0,0,0,0,0,0,0.0000
1079,千尋,この駅でいいんだよね。,unknown,medium,千尋's statement could be self-directed confirmation or addressed to ハク who is with her; context unclear.,0,0,0,0,0,0,0.0000
1080,千尋,行こう。,ハク,high,千尋urges ハク to proceed; directed at her companion in the scene.,0,0,0,0,0,0,0.0000
1081,千尋,肩に乗っていいよ。,ハク,high,千尋 is inviting someone to sit on her shoulder; context shows ハク is with her.,0,0,0,0,0,0,0.0000
1082,銭婆,お入り。,千尋,high,銭婆 is greeting the visitor and inviting them to enter.,0,0,0,0,0,0,0.0000
1083,千尋,失礼します。,銭婆,high,千尋 is politely announcing her entrance to the homeowner.,1,0,0,0,0,1,0.1667
1084,銭婆,入るなら、さっさとお入り。,千尋,high,"銭婆 is urging 千尋 to enter quickly, responding to her polite statement.",0,0,0,0,0,0,0.0000
1085,千尋,おいで。,ハク,high,千尋 is calling to ハク to come along with her into the room.,0,0,0,0,0,0,0.0000
1086,銭婆,みんなよく来たね。,group:visitors,high,銭婆 is greeting multiple arrivals warmly.,0,0,0,0,0,0,0.0000
1087,千尋,あ…あの…。,銭婆,medium,"千尋 is attempting to speak to 銭婆, hesitating before making her statement.",0,0,0,0,0,0,0.0000
1088,銭婆,まぁ、お座り。今お茶をいれるからね。,group:visitors,high,銭婆 is inviting the group to sit down and offering tea.,0,0,0,0,0,0,0.0000
1089,千尋,ゼニーバさん。これ、ハクが盗んだものです。お返しに来ました。,銭婆,high,千尋 is directly addressing 銭婆 to return the stolen item and explain her purpose.,1,1,0,0,0,2,0.0667
1090,銭婆,お前、これが何だか知ってるかい？,千尋,high,銭婆 is questioning 千尋 about what the returned item is.,0,0,0,0,0,0,0.0000
1091,千尋,いえ。でも、とっても大事なものだって…。,銭婆,high,千尋 is responding directly to 銭婆's question about what the object is.,0,0,0,0,0,0,0.0000
1092,千尋,ハクの代わりに謝りに来ました。ごめんなさい。,銭婆,high,千尋 is apologizing to 銭婆 on behalf of ハク for the theft.,1,0,0,1,0,2,0.0909
1093,銭婆,お前、これを持ってて何ともなかったかい？,千尋,high,銭婆 is asking 千尋 a direct question about holding the object.,0,0,0,0,0,0,0.0000
1094,千尋,えっ？,銭婆,high,千尋 is responding with surprise to 銭婆's question.,0,0,0,0,0,0,0.0000
1095,銭婆,あれ？守りのまじないが消えてるね。,千尋,high,"銭婆 is speaking to 千尋, explaining about the missing protective charm.",0,0,0,0,0,0,0.0000
1096,千尋,すいません！あのハンコについてた変な虫、私が踏みつぶしちゃいました！,銭婆,high,千尋 is confessing to 銭婆 about crushing the bug on the stamp.,2,0,0,0,0,2,0.0588
1097,銭婆,踏みつぶした？アハハハハ！,千尋,high,銭婆 is reacting with laughter to 千尋's confession about crushing the bug.,0,0,0,0,0,0,0.0000
1098,銭婆,あんた、その虫はね、妹が弟子を操るために竜の腹に忍び込ませた虫だよ。,千尋,high,銭婆 is explaining to 千尋 what the bug actually was.,1,0,0,0,0,1,0.0294
1099,銭婆,踏みつぶした！アハハハハ…。,千尋,high,"銭婆 continues laughing about 千尋 crushing the bug, continuing her reaction to 千尋.",0,0,0,0,0,0,0.0000
1100,銭婆,さぁ、お座り。,千尋,high,銭婆 is inviting 千尋 to sit down.,0,0,0,0,0,0,0.0000
1101,銭婆,お前はカオナシだね？お前もお座りな。,顔無し,high,"銭婆 directly addresses 顔無し with ""お前は"" and ""お座りな""",0,0,0,0,0,0,0.0000
1102,千尋,あっ、あの…この人達を元に戻してあげてください。,銭婆,high,千尋 is making a request to 銭婆 to help the possessed people,0,0,0,1,0,1,0.0417
1103,銭婆,おや？あんた達、魔法はとっくに切れてるだろ？,千尋,high,"銭婆 responds to 千尋's request with ""あんた達"" (plural form addressing 千尋 and the possessed people)",0,0,0,0,0,0,0.0000
1104,銭婆,戻りたかったら戻りな。,group:possessed people,high,銭婆 gives instructions to those who want to return to their original form,0,0,0,0,0,0,0.0000
1105,銭婆,私達２人で一人前なのに、気が合わなくてね。,千尋,high,銭婆 is explaining her situation with her twin sister to 千尋 as context,0,0,0,0,0,0,0.0000
1106,銭婆,ほら、あの人ハイカラじゃないじゃない？,千尋,medium,"銭婆 continues explaining about her sister (""あの人"") in response to 千尋's question",0,0,0,0,0,0,0.0000
1107,銭婆,魔女の双子なんて厄介の元ね。,千尋,medium,銭婆 makes a general statement about twin witches but still directed at 千尋 in conversation,0,0,0,0,0,0,0.0000
1108,銭婆,お前を助けてあげたいけど、私にはどうすることもできないよ。,千尋,high,"銭婆 directly addresses 千尋 with ""お前を"" saying she cannot help her with Yubaba",0,0,0,0,0,0,0.0000
1109,銭婆,この世界の決まりだからね。,千尋,high,銭婆 explains the rules of the world to 千尋 as reasoning for her inability to help,0,0,0,0,0,0,0.0000
1110,銭婆,両親のことも、ボーイフレンドの竜のことも、自分でやるしかない。,千尋,high,銭婆 directly tells 千尋 she must handle her parents and Haku herself,0,0,0,0,0,0,0.0000
1111,千尋,でも、あの、ヒントか何かもらえませんか？,銭婆,high,千尋 is asking 銭婆 for hints after listening to her previous advice.,1,0,0,0,0,1,0.0500
1112,千尋,ハクと私、ずっと前に会ったことがあるみたいなんです。,銭婆,high,"千尋 is continuing to speak to 銭婆, explaining about her connection with ハク.",0,1,0,0,0,1,0.0385
1113,銭婆,じゃ、話が早いよ。,千尋,high,"銭婆 is responding to 千尋's statement, saying the situation is now clearer.",0,0,0,0,0,0,0.0000
1114,銭婆,一度あったことは忘れないものさ。思い出せないだけで。,千尋,high,銭婆 is giving advice to 千尋 about how memories work.,0,0,0,0,0,0,0.0000
1115,銭婆,まぁ、今夜は遅いからゆっくりして行きな。,千尋,high,"銭婆 is inviting 千尋 to rest for the night, using polite imperative.",0,0,0,0,0,0,0.0000
1116,銭婆,お前達、手伝ってくれるかい？,group:workers,high,銭婆 is addressing her workers (likely 千尋 and others) asking for help.,0,0,0,0,0,0,0.0000
1117,銭婆,ハハハハ…ほれ、頑張って。,group:workers,high,銭婆 is cheering on her workers to do their best.,0,0,0,0,0,0,0.0000
1118,銭婆,そうそう。うまいじゃないか。ホントに助かるよ。,千尋,high,銭婆 is praising 千尋's work and expressing gratitude.,0,0,0,0,0,0,0.0000
1119,銭婆,魔法で作ったんじゃ、何にもならないからね。,千尋,medium,"銭婆 is explaining why real effort matters more than magic, likely to 千尋 or the workers.",0,0,0,0,0,0,0.0000
1120,銭婆,そこをくぐらせて、そう２回続けるの。,千尋,medium,"銭婆 is giving instructions on how to perform a task, likely to 千尋 or workers being trained.",0,0,0,0,0,0,0.0000
1121,千尋,おばあちゃん、やっぱり帰る。,銭婆,high,千尋 is directly addressing 銭婆 as 'おばあちゃん' and stating her intention to leave.,0,0,0,0,0,0,0.0000
1122,千尋,だって、こうしてる間に、ハクが死んじゃうかもしれない。,銭婆,high,Continuation of 千尋's explanation to 銭婆 about why she must leave.,0,0,0,0,0,0,0.0000
1123,千尋,お父さんやお母さんが食べられちゃうかもしれない。,銭婆,high,千尋 continues reasoning with 銭婆 about the dangers her parents and ハク face.,0,0,0,0,0,0,0.0000
1124,銭婆,まぁ、もうちょっとお待ち。,千尋,high,"銭婆 responds directly to 千尋's request to leave, asking her to wait.",0,0,0,0,0,0,0.0000
1125,銭婆,さぁ、出来たよ。髪留めにお使い。,千尋,high,銭婆 presents the completed hair ornament to 千尋.,0,0,0,0,0,0,0.0000
1126,千尋,わぁ…きれい…。,self,high,千尋 is expressing her emotional reaction to the beauty of the hair ornament to herself.,0,0,0,0,0,0,0.0000
1127,銭婆,お守り。みんなでつむいだ糸を編み込んであるからね。,千尋,high,銭婆 explains the significance of the hair ornament (お守り) to 千尋.,0,0,0,0,0,0,0.0000
1128,千尋,ありがとう。,銭婆,high,千尋 thanks 銭婆 for the gift.,0,0,0,0,0,0,0.0000
1129,銭婆,いい時に来たね。お客さんだよ。出ておくれ。,千尋,high,銭婆 tells 千尋 that a customer has arrived and instructs her to leave.,0,0,0,0,0,0,0.0000
1130,千尋,はい。,銭婆,high,千尋 responds affirmatively to 銭婆's instruction.,0,0,0,0,0,0,0.0000
1131,千尋,ああっ！,self,high,Exclamation of surprise/shock with no addressee indicated.,0,0,0,0,0,0,0.0000
1132,千尋,ハク！,ハク,high,Chihiro is calling out to Haku by name.,0,0,0,0,0,0,0.0000
1133,千尋,ハク！,ハク,high,"Second call to Haku by name, continuing to get his attention.",0,0,0,0,0,0,0.0000
1134,千尋,ああ、よかった。,self,high,"Expression of relief/joy with no addressee, appears to be internal reaction.",0,0,0,0,0,0,0.0000
1135,千尋,ケガは？もう大丈夫なの？,ハク,high,Question about injuries directed to Haku whom she just called out to.,0,0,0,0,0,0,0.0000
1136,千尋,よかった。,self,high,Another expression of relief without directed addressee.,0,0,0,0,0,0,0.0000
1137,銭婆,フフフ…グッドタイミングね。,group:those present,medium,"銭婆 speaks about good timing, likely to herself or those around her rather than a specific person.",0,0,0,0,0,0,0.0000
1138,千尋,おばあちゃん、ハク生きてた！,銭婆,high,Chihiro addresses the old woman (おばあちゃん) about Haku being alive.,0,0,0,0,0,0,0.0000
1139,銭婆,ハク竜、あなたのしたことはもうとがめません。,ハク,high,"銭婆 speaks directly to 'ハク竜', addressing him by name.",1,0,0,0,0,1,0.0455
1140,銭婆,その代わり、その子をしっかり守るんだよ。,ハク,high,"銭婆 continues speaking to Haku, giving him an instruction about protecting 'その子' (Chihiro).",0,0,0,0,0,0,0.0000
1141,銭婆,さぁ、坊や達、お帰りの時間だよ。また遊びにおいで。,group:No-Face and the babies,high,銭婆 is saying it's time for the babies (坊や達) to go home and inviting them to visit again.,0,0,0,0,0,0,0.0000
1142,銭婆,お前はここにいな。私の手助けをしておくれ。,顔無し,high,"銭婆 is directly addressing someone to stay and help her; given context, this is No-Face (顔無し).",0,0,0,0,0,0,0.0000
1143,顔無し,ア…ア…。,unknown,medium,"No-Face makes a vocalization; could be self-talk or response to 銭婆, but no clear addressee.",0,0,0,0,0,0,0.0000
1144,千尋,おばあちゃん！,銭婆,high,千尋 is calling out to her grandmother (おばあちゃん) which is 銭婆.,0,0,0,0,0,0,0.0000
1145,千尋,ありがとう。私、行くね。,銭婆,high,千尋 is thanking her grandmother and saying goodbye to her.,0,0,0,0,0,0,0.0000
1146,銭婆,大丈夫。あんたならやり遂げるよ。,千尋,high,銭婆 is reassuring 千尋 that she can do it (あんたなら).,0,0,0,0,0,0,0.0000
1147,千尋,私の本当の名前は千尋っていうんです。,銭婆,high,千尋 is telling her grandmother her real name.,0,1,0,0,0,1,0.0556
1148,銭婆,千尋…いい名だね。,千尋,high,"銭婆 is commenting on 千尋's name, responding directly to her statement.",0,0,0,0,0,0,0.0000
1149,銭婆,自分の名前を大事にね。,千尋,high,銭婆 is giving advice to 千尋 about taking care of her own name.,0,0,0,0,0,0,0.0000
1150,千尋,はい！,銭婆,high,千尋 is affirming her grandmother's instruction with はい (yes).,0,0,0,0,0,0,0.0000
1151,銭婆,さっ、お行き。,千尋,high,銭婆 is instructing 千尋 to go/leave after their conversation.,0,0,0,0,0,0,0.0000
1152,千尋,うん。,銭婆,high,千尋 is responding affirmatively to 銭婆's instruction to depart.,0,0,0,0,0,0,0.0000
1153,千尋,おばあちゃん！ありがとう！さようなら！,銭婆,high,千尋 is thanking and saying goodbye to 銭婆 before leaving.,0,0,0,0,0,0,0.0000
1154,千尋,ハク、聞いて。,ハク,high,"千尋 directly addresses ハク by name, asking him to listen.",0,0,0,0,0,0,0.0000
1155,千尋,お母さんから聞いたんで、自分では覚えてなかったんだけど、私小さい時、川に落ちたことがあるの。,ハク,high,千尋 continues speaking to ハク about a memory she recovered.,0,0,0,0,0,0,0.0000
1156,千尋,その川はもうマンションになって、埋められちゃったんだって。,ハク,high,千尋 continues recounting details of the river to ハク.,0,0,0,0,0,0,0.0000
1157,千尋,でも、今思い出したの。,ハク,high,千尋 continues her narrative to ハク about remembering the river.,0,0,0,0,0,0,0.0000
1158,千尋,その川の名は…その川はね、コハク川。,ハク,high,千尋 reveals the name of the river to ハク.,0,0,0,0,0,0,0.0000
1159,千尋,あなたの本当の名は…コハク川。,ハク,high,"千尋 directly addresses ハク with his true name, which she has just discovered.",0,0,0,0,0,0,0.0000
